Núm,Projeto,Relator,Atribuído a,Categoria,Data de Envio,Atualizado,Estado,Resumo,Corrigido na Versão,Data Limite,Descrição
0004967,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Vendas,2019-12-04,2019-12-13,fechado,As dimensões dos grids estão erradas,,,Ao utilizar o scroll em cima dos grids a rolagem horizontal é acionada o o código dos produtos ficam ocultos na canto esquerdo da tela.
0004702,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Relatórios,2019-10-08,2019-12-13,fechado,Adicionar Formas de Pagamento do relatório de Fluxo de Caixa Por Período,,,Adicionar Formas de Pagamento do relatório de Fluxo de Caixa Por Período
0005002,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2019-12-11,2019-12-13,fechado,Correção na entrada de mercadoria por XML,,,Caso a nota de entrada tenha frete destacado e a entrada for por XML o sistema deve colocar essa informação nos campos de Frete da Nota Fiscal e não nos campos de Frete para Cálculo de Custo.
0005010,M Projeto GPFB,Jackson,Jackson,[M Projeto GPFB]-[Cat] Geral,2019-12-12,2019-12-13,fechado,Migrar campo INDEX para ID da tabela IN01OPCRT operadoras de cartoes para Zeos e FB3,,,Migrar campo INDEX para ID da tabela IN01OPCRT operadoras de cartoes para Zeos e FB3
0005004,C Projeto GPFB,Matheus,Jackson,[C Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2019-12-11,2019-12-13,fechado,Correção na importação do orçamento,,,"O orçamento é realizado na base A e importado na mesma base, caso seja importado na base B o sistema deve verificar o status de importação e permissão de reimportação na base B."
0005007,M Projeto GPFB,Jackson,Jackson,[M Projeto GPFB]-[Cat] Geral,2019-12-12,2019-12-13,fechado,Migrar campo INDEX para ID da tabela FILIAIS para Zeos e FB3,,,Migrar campo INDEX para ID da tabela FILIAIS para Zeos e FB3
0005008,M Projeto GPFB,Jackson,Jackson,[M Projeto GPFB]-[Cat] Geral,2019-12-12,2019-12-13,fechado,Migrar campo INDEX para ID da tabela UNIDADES para Zeos e FB3,,,Migrar campo INDEX para ID da tabela UNIDADES para Zeos e FB3
0005011,M Projeto GPFB,Jackson,Jackson,[M Projeto GPFB]-[Cat] Geral,2019-12-12,2019-12-13,fechado,Migrar campo INDEX para ID da tabela IN01TCR taxa dos cartoes para Zeos e FB3,,,Migrar campo INDEX para ID da tabela IN01TCR taxa dos cartoes para Zeos e FB3
0005005,M Projeto GPFB,Jackson,Jackson,[M Projeto GPFB]-[Cat] Geral,2019-12-11,2019-12-13,fechado,Migrar campo INDEX para ID da tabela IN01DOC para Zeos e FB3,,,Migrar campo INDEX para ID da tabela IN01DOC para Zeos e FB3
0005006,M Projeto Site,Bruno,Bruno,[M Projeto Site]-[Cat] Geral,2019-12-12,2019-12-12,fechado,Componente que busca registro por CNPJ não funciona corretamente,,,"O componente que faz a busca do registro do sistema no servidor de downloads, não está buscando todos os clientes registrados. Provavelmente é por causa de caracteres especiais no cadastro da empresa."
0005003,C Projeto GPFB,Matheus,Jackson,[C Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2019-12-11,2019-12-11,fechado,Problema na importação do Orçamento,,,Quando clicado para importar um orçamento o sistema está disparando um erro.
0005001,Suporte,Tiago,Tiago,Atendimento ao suporte,2019-12-11,2019-12-11,fechado,Transferência de Base,,,"Transferir a base do inventário de 01-01-2019 a 30-11-2019 da empresa CDipel, da versão 2.1 para 2.0 do firebird."
0004717,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Relatórios,2019-10-09,2019-12-11,fechado,Avaliar funcionamento do relatório de Relação de Compra e Venda,,,Verificar funcionamento do relatório Relação de Compra e Venda quando marcado a opção de Último Preço Compra\Custo em relação aos totalizadores.
0005000,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-10,2019-12-10,fechado,migrar relatório de fluxo de caixa e balancete de sangria e lastro,,,migrar relatório de fluxo de caixa e balancete de sangria e lastro
0004999,Suporte,Tiago,Tiago,Atendimento ao suporte,2019-12-10,2019-12-10,fechado,Atualização do Sistema,,,Atualizar Casa do Campo Carto para solucionar problema da nota fiscal.
0004995,M Projeto GPFB,Jackson,Jackson,[M Projeto GPFB]-[Cat] Geral,2019-12-10,2019-12-10,fechado,Migrar campo INDEX para ID da tabela diretório para Zeos e FB3,,,Migrar campo INDEX para ID da tabela diretório para Zeos e FB3
0004993,Suporte,Tiago,Tiago,Atendimento ao suporte,2019-12-10,2019-12-10,fechado,Cancelamento de Devolução,,,Problema ao realizar o cancelamento de uma devolução.
0004992,Suporte,Tiago,Tiago,Atendimento ao suporte,2019-12-10,2019-12-10,fechado,Problema com Base de Inventário,,,O inventário da CDipel não está conseguindo ser gerado no sistema.
0004990,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-09,2019-12-09,fechado,migra relatório de balancete de despesas para fortes report,,,migra relatório de balancete de despesas para fortes report
0004987,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-09,2019-12-09,fechado,migrar relatório de balancete de contas para fortes,,,"migrar relatório de balancete de contas para fortes
"
0004986,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-09,2019-12-09,fechado,migrar relatório de análise de compra do cliente,,,migrar relatório de análise de compra do cliente
0004978,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-06,2019-12-09,fechado,migrar relatório de dav por período para fortes report,,,"migrar relatório de dav por período para fortes report
"
0004901,M Projeto GPFB,Matheus,Tiago,[M Projeto GPFB]-[Cat] Relatórios,2019-11-18,2019-12-09,fechado,Criação de um relatório para vendas no atacado e no varejo,,,Criar relatório que seja possível verificar quais vendas foram feitas no Atacado e no Varejo.
0004985,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-09,2019-12-09,fechado,Migrar Relatório de abertura de credito para cliente,,,Migrar Relatório de abertura de credito para cliente
0004984,C Projeto GPFB,Jackson,Jackson,[C Projeto GPFB]-[Cat] Outras,2019-12-09,2019-12-09,fechado,Remoção de palavras reservadas de script de atualização da base para atualização do ZEOS e FB3,,,"Mesmo dentro de comentários, não é permitido palavras reservadas dentro do script do zeos na ultima versão"
0004983,C Projeto GPFB,Jackson,Jackson,[C Projeto GPFB]-[Cat] Geral,2019-12-09,2019-12-09,fechado,Cast de campos de tipos diferentes em funções union na nota fiscal para atualização do ZEOS  e FB3,,,Cast de campos de tipos diferentes em funções union na nota fiscal  para evitar o erro de type not mismatch para tualização do ZEOS e FB3
0004982,C Projeto GPFB,Tiago,mateusdaniel,[C Projeto GPFB]-[Cat] Geral,2019-12-07,2019-12-09,fechado,Erro no Relatório de Pedidos Mobile,,,Erro na consulta do Cabeçalho do Relatório de pedidos mobile.
0004980,C Projeto GPFB,Tiago,Tiago,[C Projeto GPFB]-[Cat] Geral,2019-12-07,2019-12-09,fechado,Acrescentar novos PCs da programação,,,Adicionar exceção para MAC do PC da Programação de Mateus Daniel.
0004981,Suporte,Jackson,Jackson,Atendimento ao suporte,2019-12-07,2019-12-09,fechado,Erro ao emitir mfe sessao não existe,,,Erro ao emitir mfe sessao não existe
0004979,Suporte,Tiago,Tiago,Atendimento ao suporte,2019-12-07,2019-12-07,fechado,Problema na comunicação com a impressora paf,,,Problema na comunicação com a impressora paf.
0004977,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-06,2019-12-06,fechado,Migrar relatório de produto por dav para fortes,,,Migrar relatório de produto por dav para fortes
0004976,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-06,2019-12-06,fechado,Migrar relatório de dav detalhados para fortes report,,,Migrar  relatório de dav detalhados para fortes report
0004974,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-06,2019-12-06,fechado,migra relatorio de dav por marcar para fortes.,,,"migra relatorio de dav por marcar para fortes.
"
0004966,C Projeto GPFB,Matheus,Ronaldo,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2019-12-04,2019-12-06,fechado,Erro ao realizar cadastro de produtos pela entrada de mercadoria simultaneamente ao cadastro de produto tradicional.,,,"Quando o cadastro é realizado pela entrada de mercadoria e no mesmo é selecionada uma regra de tributação o sistema já salva o cadastro gerando um número e após a finalização do outro cadastro realizado em uma outra máquina, o usuário que estava realizando o cadastro na pela importação do XML salva o cadastro que estava fazendo e o relacionamento da importação é feito com o código do outro produto e não do que ele acabou de realizar."
0004973,Suporte,Jackson,Jackson,Atendimento ao suporte,2019-12-05,2019-12-05,fechado,ID Pagamento zerado,,,Retorno de id pagamento zerado ao enviar pagamentos para integrador
0004972,C Projeto MFE,Jackson,Jackson,.,2019-12-05,2019-12-05,fechado,Permitir quantidade até 4 casas decimais no MFE,,,Permitir quantidade até 4 casas decimais no MFE
0004912,M Projeto MFE,Amorim,Jackson,.,2019-11-20,2019-12-05,fechado,Criar aplicativo para gerar pedido a partir de XML emitido do MFE,,,"O aplicativo deve ser capaz de:
1. ""escutar"" uma pasta a ser configurada para capturar os XML's que lá estiverem;
2. identificar o emitente do XML e conferir com as informações configuradas;
3. gerar um pedido de venda correspondente na base de dados  indicada nas configurações;
4. baixar os saldos do itens encontrados no pedido gerado;
5. gerar arquivo tipo log, com identificação do XML utilizado,data e hora, para possíveis consultas posteriores;
6. apagar o XML da pasta de onde foi capturado, deixando-a livre para outros XML's.
"
0004964,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-04,2019-12-05,fechado,Melhorar relatório de Notas de Entrada/Somente Devoluções,,,"Quando marcado Somente Devoluções nas Notas de Entradas, habilitar filtros de todos, emitidos e não emitidos."
0004971,Suporte,Jackson,Jackson,Atendimento ao suporte,2019-12-05,2019-12-05,fechado,Erro de numeração do DAV na importação no GP,,,Erro de numeração do DAV na importação no GP
0004432,M Projeto GPFB,Ronaldo,Bruno,[M Projeto GPFB]-[Cat] Geral,2019-08-27,2019-12-05,fechado,Criar rotina para gravar versão atual do sistema no cliente,,,"Ao atualizar o sistema o gp deve disparar para o site a informação da versão, firebird, e módulos ativos."
0004130,Programação,Ronaldo,Jackson,[Programação]-[Cat] Geral,2019-07-03,2019-12-05,fechado,Remover dependências do GP na SisLibrary,,,"Remover dependências do GP na SisLibrary, sempre acarreta problema quando na instalação do delphi sem backup"
0004965,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Relatórios,2019-12-04,2019-12-04,fechado,Corrigir relatório de Notas de Entradas/Somente Devoluções,,,Quando selecionado no Relatório de Notas de Entradas Somente Devoluções o sistema está duplicando os registros caso os numero de fatura da devolução coincida com o número de fatura da venda.
0004955,M Projeto GPFB,Matheus,Tiago,[M Projeto GPFB]-[Cat] Geral,2019-12-03,2019-12-04,fechado,Adicionar as cidades,,,Adicionar cidades de Bom Jesus do Araguaia MT e Novo Santo Antônio MT.
0003825,Suporte,Isaias,Isaias,Inventario,2019-04-23,2019-12-04,fechado,Verificando inventario da empresa Toasa modas,,,Verificando os valores da empresa toasa moveis
0004957,C Projeto GPFB,Matheus,Tiago,[C Projeto GPFB]-[Cat] Configurações,2019-12-03,2019-12-04,fechado,Corrigir  funcionamento da configuração 14 da aba de estoque,,,"Corrigir funcionamento da configuração 14) Inativar produtos com saldo menor igual  à 0 (zero) da aba de estoque, pois a mesma não está fazendo o que é proposto."
0004963,Suporte,Bruno,Bruno,Atendimento ao suporte,2019-12-04,2019-12-04,fechado,ajudar Elizangela com configuração do programa de envio de XMLs.,,,"Deu erro em uma dll quando executou o programa.
"
0004961,C Projeto GPFB,Isaias,Isaias,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2019-12-04,2019-12-04,fechado,ERRO AO IMPORTAR NOTA DE ENTRADA,,,erro de conversão de null para string quando tá importando os produtos
0004962,Suporte,Tiago,Tiago,Atendimento ao suporte,2019-12-04,2019-12-04,fechado,Problema no MDFE,,,A opção de CTe está aparecendo no lugar da NFe.
0004960,Suporte,Tiago,Tiago,Atendimento ao suporte,2019-12-04,2019-12-04,fechado,Erro nos Títulos,,,Título não consegue ser excluído.
0004958,Suporte,Ytalo,Ytalo,.,2019-12-04,2019-12-04,fechado,Apoio a Teresa,,,Apoio a Teresa
0004952,Suporte,Bruno,Bruno,Atendimento ao suporte,2019-12-03,2019-12-03,fechado,Gerar relatório no IB Expert para Cléa,,,"Gerar relatório no IB Expert para Cléa, dos clientes do sistel com endereço no Cariri Shopping"
0004953,Suporte,Bruno,Bruno,Atendimento ao suporte,2019-12-03,2019-12-03,fechado,ajudar Taynara com configuração do programa de envio de XMLs,,,ajudar Taynara com configuração do programa de envio de XMLs. Está mostrando erro de dll faltando
0004954,Suporte,Bruno,Bruno,Atendimento ao suporte,2019-12-03,2019-12-03,fechado,ajudar Graziele com configuração do programa de envio de XMLs.,,,ajudar Graziele com configuração do programa de envio de XMLs. Está mostrando erro de dll faltando.
0004951,M Projeto Site,Bruno,Bruno,[M Projeto Site]-[Cat] Geral,2019-12-03,2019-12-03,fechado,Criar Tutorial para Aplicativo de envio de XML por e-mail,,,"Tutorial que descreva: 
- a instalação e configuração da Aplicação
- Possíveis erros
- Comandos básicos do CMD (Prompt de Comando)"
0004950,Suporte,Tiago,Tiago,Atendimento ao suporte,2019-12-03,2019-12-03,fechado,Etiqueta de Produto,,,Importação de produtos de uma nota não aparecem o preço de venda a prazo.
0004948,Sistech,Ytalo,Ytalo,.,2019-12-02,2019-12-02,fechado,Criar arte para cartão de natal virtual,,,Criar arte para cartão de natal virtual
0004944,M Projeto GPFB,Matheus,Tiago,[M Projeto GPFB]-[Cat] Geral,2019-11-28,2019-12-02,fechado,Melhoria para o cadastro de Notas de Serviços de Transporte,,,Habilitar campos de Coleta e Destino quando a operação for 1 - Entrada.
0004947,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-12-02,2019-12-02,fechado,migrar relatorio de palms para o fortes,,,Relatório de palms para o fortes
0004913,M Projeto MFE,Amorim,Jackson,.,2019-11-20,2019-11-29,fechado,"Na configuração do MFE, acrescentar endereço de pasta para importação de xml",,,Configurar pasta para onde devem ser replicados os XML's assinados pelo MFE para que sejam importados por aplicativo de importação para servidor central.
0004941,C Projeto MFE,Jackson,Jackson,.,2019-11-28,2019-11-28,fechado,Erro ao importar XML do MFE quando marcado para enviar vendedor nas informações adicionais,,,"Ao importar XML do MFE o sistema verificava a posição nas informações adicionais para pegar o número do pedido, porém com a adição do vendedor nas informações adicionais o indice mudou. Alterar para pegar a posição a partir da busca da palavra pedido e não por uma posição fixa já que outras variáveis poderão ser adicionadas nas informações adicionais futuramente."
0004942,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Serviços,2019-11-28,2019-11-28,fechado,Na tela inicial do Serviço buscar a OS quando digitado apenas os dígitos válidos.,,,Na tela inicial do Serviço buscar a OS quando digitado apenas os dígitos válidos.
